"","adsh","cik","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","Quarter_Year"
"259","0001140361-21-042380",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2021-12-31,NA,"",2021-12-20,2021-12-20 10:02:00,0,0,"brhc10032033_8k_htm.xml",1,"","Q4_2021"
"260","0001564590-21-060742",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-11-30,NA,"",2021-12-20,2021-12-20 16:17:00,0,0,"skx-8k_20211215_htm.xml",1,"","Q4_2021"
"261","0001817358-21-000219",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-12-31,NA,"",2021-12-17,2021-12-17 08:33:00,0,0,"aso-20211217_htm.xml",1,"","Q4_2021"
"262","0001564590-21-060580",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-11-30,NA,"",2021-12-16,2021-12-16 16:16:00,0,0,"skx-8k_20211215_htm.xml",1,"","Q4_2021"
"263","0001140361-21-041217",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"10-K",2021-09-30,2021,"FY",2021-12-10,2021-12-10 16:48:00,0,1,"jout-20211001_htm.xml",1,"","Q3_2021"
"264","0001171843-21-008446",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2021-11-30,NA,"",2021-12-10,2021-12-10 07:04:00,0,0,"f8k_121021_htm.xml",1,"","Q4_2021"
"265","0001817358-21-000212",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-11-30,NA,"",2021-12-10,2021-12-10 08:04:00,0,0,"aso-20211210_htm.xml",1,"","Q4_2021"
"266","0001817358-21-000215",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"10-Q",2021-10-31,2021,"Q3",2021-12-10,2021-12-10 16:06:00,0,1,"aso-20211030_htm.xml",1,"","Q4_2021"
"267","0001171843-21-008427",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-11-30,NA,"",2021-12-09,2021-12-09 06:30:00,0,0,"f8k_120821_htm.xml",1,"","Q4_2021"
"268","0001564590-21-059885",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-11-30,NA,"",2021-12-09,2021-12-09 16:07:00,0,0,"aout-8k_20211209_htm.xml",1,"","Q4_2021"
"269","0001564590-21-059891",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"10-Q",2021-10-31,2022,"Q2",2021-12-09,2021-12-09 16:16:00,0,1,"aout-10q_20211031_htm.xml",1,"","Q4_2021"
"270","0001193125-21-337693",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-11-30,NA,"",2021-11-23,2021-11-23 09:06:00,0,0,"d436919d8k_htm.xml",1,"","Q4_2021"
"271","0001359841-21-000174",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2021-09-30,2021,"Q3",2021-11-05,2021-11-04 18:00:00,0,1,"hbi-20211002_htm.xml",1,"","Q3_2021"
"272","0001050797-21-000056",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2021-09-30,2021,"Q3",2021-11-04,2021-11-04 16:15:00,0,1,"colm-20210930_htm.xml",1,"","Q3_2021"
"273","0001359841-21-000171",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-10-31,NA,"",2021-11-04,2021-11-04 07:39:00,0,0,"hbi-20211104_htm.xml",1,"","Q4_2021"
"274","0001616318-21-000146",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2021-10-31,NA,"",2021-11-04,2021-11-04 06:12:00,0,0,"vsto-20211104_htm.xml",1,"","Q4_2021"
"275","0001616318-21-000149",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2021-09-30,2022,"Q2",2021-11-04,2021-11-04 16:08:00,0,1,"vsto-20210926_htm.xml",1,"","Q3_2021"
"276","0001564590-21-053966",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2021-09-30,2021,"Q3",2021-11-03,2021-11-03 16:17:00,0,1,"skx-10q_20210930_htm.xml",1,"","Q3_2021"
"277","0001817358-21-000197",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-10-31,NA,"",2021-11-01,2021-10-29 18:13:00,0,0,"aso-20211101_htm.xml",1,"","Q4_2021"
"278","0001050797-21-000053",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2021-10-31,NA,"",2021-10-28,2021-10-28 16:06:00,0,0,"colm-20211028_htm.xml",1,"","Q4_2021"
"279","0001564590-21-052658",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-10-31,NA,"",2021-10-28,2021-10-28 16:16:00,0,0,"skx-8k_20211028_htm.xml",1,"","Q4_2021"
"280","0001171843-21-006740",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-09-30,NA,"",2021-10-01,2021-10-01 06:31:00,0,0,"f8k_093021_htm.xml",1,"","Q3_2021"
"281","0001817358-22-000037",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-03-31,NA,"",2022-03-29,2022-03-29 08:07:00,0,0,"aso-20220329_htm.xml",1,"","Q1_2022"
"282","0001817358-22-000039",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",1,131,"10-K",2022-01-31,2021,"FY",2022-03-29,2022-03-29 16:05:00,0,1,"aso-20220129_htm.xml",1,"","Q1_2022"
"283","0001564590-22-011974",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-03-31,NA,"",2022-03-28,2022-03-28 16:16:00,0,0,"aout-8k_20220325_htm.xml",1,"","Q1_2022"
"284","0001193125-22-080090",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-02-28,NA,"",2022-03-21,2022-03-21 08:18:00,0,0,"d337334d8k_htm.xml",1,"","Q1_2022"
"285","0001193125-22-075422",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-02-28,NA,"",2022-03-15,2022-03-15 08:18:00,0,0,"d334661d8k_htm.xml",1,"","Q1_2022"
"286","0001564590-22-010045",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-02-28,NA,"",2022-03-14,2022-03-14 14:46:00,0,0,"aout-8k_20220314_htm.xml",1,"","Q1_2022"
"287","0001564590-22-009631",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-02-28,NA,"",2022-03-10,2022-03-10 16:06:00,0,0,"aout-8k_20220310_htm.xml",1,"","Q1_2022"
"288","0001564590-22-009632",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-02-28,NA,"",2022-03-10,2022-03-10 16:06:00,0,0,"aout-8k_20220310_htm.xml",1,"","Q1_2022"
"289","0001564590-22-009646",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"10-Q",2022-01-31,2022,"Q3",2022-03-10,2022-03-10 16:16:00,0,1,"aout-10q_20220131_htm.xml",1,"","Q1_2022"
"290","0001564590-22-009680",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-02-28,NA,"",2022-03-10,2022-03-10 16:39:00,0,0,"aout-8k_20220310_htm.xml",1,"","Q1_2022"
"291","0001817358-22-000032",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2022-02-28,NA,"",2022-03-07,2022-03-07 17:11:00,0,0,"aso-20220302_htm.xml",1,"","Q1_2022"
"292","0001817358-22-000010",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2022-02-28,NA,"",2022-03-03,2022-03-03 16:51:00,0,0,"aso-20220303_htm.xml",1,"","Q1_2022"
"293","0001140361-22-006941",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-02-28,NA,"",2022-02-28,2022-02-28 09:00:00,0,0,"brhc10034523_8k_htm.xml",1,"","Q1_2022"
"294","0001171843-22-001352",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-02-28,NA,"",2022-02-25,2022-02-25 07:32:00,0,0,"f8k_022522_htm.xml",1,"","Q1_2022"
"295","0001564590-22-007155",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-02-28,NA,"",2022-02-25,2022-02-25 16:08:00,0,0,"aout-8k_20220223_htm.xml",1,"","Q1_2022"
"296","0001564590-22-007170",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",1,1231,"10-K",2021-12-31,2021,"FY",2022-02-25,2022-02-25 16:17:00,0,1,"skx-10k_20211231_htm.xml",1,"","Q4_2021"
"297","0001050797-22-000012",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",1,1231,"10-K",2021-12-31,2021,"FY",2022-02-24,2022-02-24 16:12:00,0,1,"colm-20211231_htm.xml",1,"","Q4_2021"
"298","0001359841-22-000094",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",1,1231,"10-K",2021-12-31,2021,"FY",2022-02-16,2022-02-16 15:33:00,0,1,"hbi-20220101_htm.xml",1,"","Q4_2021"
"299","0001050797-22-000005",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-01-31,NA,"",2022-02-04,2022-02-04 16:16:00,0,0,"colm-20220201_htm.xml",1,"","Q1_2022"
"300","0001140361-22-003869",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"10-Q",2021-12-31,2022,"Q1",2022-02-04,2022-02-04 13:45:00,0,1,"brhc10033350_10q_htm.xml",1,"","Q4_2021"
"301","0001171843-22-000781",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-01-31,NA,"",2022-02-04,2022-02-04 09:10:00,0,0,"f8k_020422_htm.xml",1,"","Q1_2022"
"302","0001050797-22-000003",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-01-31,NA,"",2022-02-03,2022-02-03 16:06:00,0,0,"colm-20220203_htm.xml",1,"","Q1_2022"
"303","0001359841-22-000080",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-01-31,NA,"",2022-02-03,2022-02-03 07:05:00,0,0,"hbi-20220203_htm.xml",1,"","Q1_2022"
"304","0001564590-22-003825",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-01-31,NA,"",2022-02-03,2022-02-03 16:16:00,0,0,"skx-8k_20220203_htm.xml",1,"","Q1_2022"
"305","0001616318-22-000014",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-01-31,NA,"",2022-02-03,2022-02-03 06:01:00,0,0,"vsto-20220203_htm.xml",1,"","Q1_2022"
"306","0001616318-22-000017",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2021-12-31,2022,"Q3",2022-02-03,2022-02-03 16:06:00,0,1,"vsto-20211226_htm.xml",1,"","Q4_2021"
"307","0001564590-22-022631",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2022-05-31,NA,"",2022-06-07,2022-06-07 07:00:00,0,0,"aout-8k_20220606_htm.xml",1,"","Q2_2022"
"308","0001817358-22-000117",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-05-31,NA,"",2022-06-07,2022-06-07 08:15:00,0,0,"aso-20220607_htm.xml",1,"","Q2_2022"
"309","0001817358-22-000119",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"10-Q",2022-04-30,2022,"Q1",2022-06-07,2022-06-07 16:07:00,0,1,"aso-20220430_htm.xml",1,"","Q2_2022"
"310","0001050797-22-000030",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-05-31,NA,"",2022-06-03,2022-06-03 16:06:00,0,0,"colm-20220601_htm.xml",1,"","Q2_2022"
"311","0001817358-22-000092",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-05-31,NA,"",2022-06-02,2022-06-02 16:54:00,0,0,"aso-20220602_htm.xml",1,"","Q2_2022"
"312","0001193125-22-163002",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-05-31,NA,"",2022-05-31,2022-05-31 07:01:00,0,0,"d366152d8k_htm.xml",1,"","Q2_2022"
"313","0001564590-22-021648",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-05-31,NA,"",2022-05-27,2022-05-27 16:23:00,0,0,"skx-8k_20220526_htm.xml",1,"","Q2_2022"
"314","0001171843-22-003964",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-05-31,NA,"",2022-05-26,2022-05-26 11:09:00,0,0,"f8k_052622_htm.xml",1,"","Q2_2022"
"315","0001616318-22-000063",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",1,331,"10-K",2022-03-31,2021,"FY",2022-05-24,2022-05-24 16:31:00,0,1,"vsto-20220331_htm.xml",1,"","Q1_2022"
"316","0001690511-22-000011",1690511,"CANADA GOOSE HOLDINGS INC.",2300,"CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","416-780-9850","CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","CA","BC",0,"CANADA GOOSE HOLDINGS, INC.",20161118,"1-LAF",1,331,"20-F",2022-03-31,2021,"FY",2022-05-19,2022-05-19 07:07:00,0,1,"goos-20220403_htm.xml",1,"","Q1_2022"
"317","0001140361-22-018280",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"10-Q",2022-03-31,2022,"Q2",2022-05-09,2022-05-09 13:21:00,0,1,"jout-20220401_htm.xml",1,"","Q1_2022"
"318","0001171843-22-003425",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-04-30,NA,"",2022-05-09,2022-05-09 07:25:00,0,0,"f8k_050622_htm.xml",1,"","Q2_2022"
"319","0001359841-22-000112",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2022-03-31,2022,"Q1",2022-05-06,2022-05-05 17:59:00,0,1,"hbi-20220402_htm.xml",1,"","Q1_2022"
"320","0001564590-22-018582",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2022-03-31,2022,"Q1",2022-05-06,2022-05-06 16:16:00,0,1,"skx-10q_20220331_htm.xml",1,"","Q1_2022"
"321","0000950157-22-000527",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-04-30,NA,"",2022-05-05,2022-05-05 08:29:00,0,0,"form8-k_htm.xml",1,"","Q2_2022"
"322","0001050797-22-000025",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2022-03-31,2022,"Q1",2022-05-05,2022-05-05 16:03:00,0,1,"colm-20220331_htm.xml",1,"","Q1_2022"
